ID,text,target
train_318,Knowledge Graphs ICLR 2020 via,0
train_319,New York Gov Andrew Cuomo ordered the release of 1 100 inmates One of the inmates released Robert Pondexter was charged wi,1
train_320,Let this Ramadan be a time of renewal Transformation And change A chance to change our lives and ourselves A stage t,0
train_321,We miss sports period Ain t no one trying to hear this,0
train_322,Pakistan s Umar Akmal banned for 3 years from all forms of cricket for breaching anti corruption code,0
train_323,When  go away Mask Off by Future is going to hit differently,1
train_324,Amazing Humble e book bundle on artificial intelligence and machine learning Be sure to check it out if you are interested in the subject You can support Universal Sci and get 3 ebooks for only 1 1 pic twitter com 3ELJ7QupBd,0
train_325,New Steelers draft pick Alex Highsmith once appeared on Dawson s Creek as baby htt,0
train_326,Trey Gowdy Our govt is punishing people for not wearing a mask yet they are 1 VOTE AWAY from letting a SERIAL KILLE,1
train_327,ARD day Doubled up exercises plus dog walk bike Off to do my row and waiting for that weird feeling to go away or manifest itself,0
train_328,1 6  Some Legal Points for the Benefit of Employers and Employees  is real Has brought businesses,1
train_329,It s not just the flu Bro Blood surveys show  to be anywhere from 3 to 27 times deadlier than the flu Bloomberg,1
train_330,Hathim kollan nufesheynama miadhuves fashanvee Immerse urself in worship throughout this blessed month The Night of P,0
train_331,Sooo beautiful Profoundly touched Kristoffer Really needed to read that today Just lost my old sick cat 16 yrs old My heart is bleeding God bless your beautiful soul,0
train_332,Silence is golden for whales as lockdown reduces ocean noise,1
train_333,Despite Ramadan israel launches a pre dawn hostile airstrike on targets near to Syria s capital Damascus all missiles w,0
train_334,During a press conference Cali emergency room doctors told reporters that lockdown policies are not an appropriate re,1
train_335,The situation report for 26th April 2020 has been published Our daily situation reports provide a,1
train_336,Ramadan tv shows and series are trash,0
train_337,in Many experts feel the Indian government is failing its people by directing attention and resources to unsubstantiated and u,1
train_338,Man Treated With Plasma Therapy Recovers First in India,1
train_339,In celebration of this month Intermediate Learn at Home Website has some beginner activities on,0
train_340,Morning Devotional for April 27 What does the Bible say about sports,0
train_341,Exclusive Analysis by finds that 31 states far short of testing levels needed for safe reopen,1
train_342,The Alpha Male is over Post only the Omega Man will remain,1
train_343,Trump has spoken for 13 hours over the past 3 weeks of briefings including 2 hours on attacks 45 minutes praising himse,1
train_344,India is likely to run out of the remaining RNA kits which are essential for testing in one week What is the gov,1
train_345,cj No offense but the disappearing before May actually sucks,1
train_346,Please you guys tell me you did not see the other dog Nigga is busy smagin,0
train_347,Darrell Blakeley was one of the first people in the UK to die from He loved to sing As the UK hits the h,1
train_348,To summarize Sungjin s bag gt W500 000 USD408 Jae s glasses gt W1 000 000 USD816 Young K s table gt W1 200 000 USD980,1
train_349,My Boy Is a Dog On that mound very confident I LOVE IT,0
train_350,Tributes paid to NHS workers who died after contracting,1
train_351,Opinion This Ramadan even non Muslims can help their friends and neighbours with kindness,0
train_352,Excellent Elsie That s some pace You ll be back swimming soon hopefully,0
train_353,It s outrageous that we don t know what secret favors Trump might be getting from or what favors the bank may,1
train_354,Another example of why ESPN got rid of Jemele Hill Acting like this white kid is racist is getting old Trying to sensationalize a nothing story The only real story is a kicker getting drafted in the NFL If you want to be a sports journalist then be one and quit the politics,0
train_355,MercyOfAllah The Prophet peace and blessings of Allah be upon him was more generous in doing good than a blowing,0
train_356,Some background info about MSG Sports and MSG Entertainment Spinoffs from Madison Square Garden Company which launched on,0
train_357,The government has urged the Premier League and other sporting competitions to significantly step up planning for a return t,1
train_358,needless to say I m not allowed back at that bakery,0
train_359,The has disrupted K 12 bars cities retail sports hotels airlines offices colleges subways concer,0
train_360,Sam Repatriation of Thai nationals stranded in India from  28 April 2020 The 200 Thais comprise 1 97 tourists 4,1
train_361,Allowing pubs and restaurants to reopen too early will not save jobs and businesses It will destroy them Fear of t,1
train_362,hey so you know what you guys did for picrews where when enough people started using them and talking about them they got hijacked and instantly lost popularity only to be dug up months into the future yeah can we do that for the gpt 2 AI meme generator please,0
train_363,How May Prevent The Next Outbreak pic twitter com FldouoSKHk,0
train_364,I say we replace all these sports teams named after Native Americans with names of different subsets of white people The Cl,0
train_365,During this season of Ramzan I pray to Allah To joyous life and your long term Happy Ramzan MercyOfAllah,0
train_366,HERD IMMUNITY Is reopening businesses and beaches the key to natural immunity to  Fox News Medical Contribut,1
train_367,Man I keep coming back to Facebook replacing and what I assume was a bunch of really smart people with a Python script and shake my head and not a Python 3 script either a Python 2 7 script which isn t even being updated any more,0
train_368,4 keynotes are highlighted in the Digital Forum have you watched them yet Bio mediated materials manufacturing EAP from 99 2020 Novel field and robotic exoskeleton for structural health monitoring pic twitter com EO8923NXmL,0
train_369,Official AN ALL DADE PANEL DISCUSSION TOPIC PANDEMIC RECENT PAST PRESENT REALITIES amp THE WAY F,1
train_370,This poor AI is going to need so much therapy pic twitter com 5P6ceRB0M3,0
train_371,NHS BAME staff  VIUAL MTG Wed 29 April 7pm PLS SHARE amp,1
train_372,That s not HB stick to sports you re not good at this SMH,0
train_373,MercyOfAllah There is no question that our beloved Prophet sallallaahu alaihi wa sallam possessed the highest forms,0
train_374,Many people will be looking at our apparent success says Boris Johnson in live statement FT estimates number of,1
train_375,We use chilli oil to keep the squirrels off the bird food you could try that sprinkled on egg shells,0
train_376,The best charity is the one that is offered during the month of Holy Prophet Muhammad peace and blessings of Allah be upon him ,0
train_377,Clearly Tanzania has become an exporter of to the region For the last 14 days no one inside Uganda has tested p,1
